pincode,location_type,distance_km,terrain_type,infra_type,base_material_cost,labor_rate_factor,final_cost
380015,Urban,2.58,High,Aerial,6235,1.28,16551.99
380015,Rural,4.82,Low,Aerial,6833,1.2,18479.36
560001,Urban,3.98,Low,Aerial,7549,1.1,16655.44
560001,Urban,8.73,High,Underground,7041,1.11,34138.48
411045,Urban,2.92,Medium,Underground,3844,1.29,14203.29
411045,Rural,8.5,Medium,Underground,3376,1.25,29425.29
700001,Rural,6.47,High,Underground,3264,1.22,24274.33
600001,Urban,5.71,Medium,Aerial,7232,1.19,22574.87
110001,Rural,3.84,High,Underground,7197,1.14,23531.19
122001,Urban,3.26,Low,Underground,5826,1.06,13958.66
411001,Urban,9.3,High,Underground,6426,1.1,36094.91
400076,Rural,1.09,High,Underground,7438,1.03,15106.25
110016,Rural,0.57,Low,Aerial,7772,1.13,10919.01
700001,Rural,9.58,Medium,Aerial,7772,1.08,31915.23
411045,Rural,9.98,Medium,Underground,3769,1.34,34933.37
411045,Urban,3.99,Low,Underground,3781,1.41,14782.95
500081,Rural,2.83,Medium,Aerial,3265,1.44,12597.3
500081,Urban,0.78,Low,Aerial,7405,1.37,11337.81
110016,Rural,9.79,Medium,Underground,6860,1.19,36029.7
411045,Urban,5.03,High,Underground,4392,1.26,20708.85
560034,Urban,2.18,High,Aerial,4453,1.07,10778.46
700001,Rural,9.04,Low,Underground,6238,1.44,35105.08
122001,Urban,7.73,Medium,Underground,3346,1.46,26985.74
560001,Rural,5.64,High,Underground,7925,1.17,29757.36
122002,Urban,0.92,Medium,Underground,6782,1.17,12448
500081,Rural,4.59,Low,Aerial,5279,1.02,15044.44
560034,Rural,5.47,Medium,Aerial,6607,1.32,24216.26
700001,Rural,7.68,Low,Aerial,7716,1.11,25137.87
700001,Rural,8.96,Medium,Underground,4556,1.2,31732.29
411045,Rural,3.66,Medium,Underground,4652,1.26,17961.29
110016,Rural,3.44,High,Underground,3297,1.04,15660.69
500032,Rural,8.89,High,Aerial,7530,1.13,32677.45
110016,Rural,2.54,High,Underground,7397,1.22,21874.86
700091,Rural,1.42,High,Underground,3287,1.21,10440.55
122001,Rural,3.75,High,Aerial,7934,1.21,21451.73
122001,Urban,3.44,High,Underground,6677,1.45,23909.47
700001,Rural,1.8,High,Underground,7604,1.11,17768.79
400076,Urban,9.54,Low,Aerial,7793,1.17,28786.45
500032,Rural,2.46,Medium,Aerial,5421,1.39,14804.57
411045,Rural,9.74,Low,Aerial,5667,1.19,27930.31
122001,Rural,5.41,High,Aerial,3387,1.31,18888.84
411001,Rural,3.63,High,Aerial,7064,1.34,22228.74
600028,Rural,6.44,Low,Aerial,6063,1.01,21308.36
122001,Rural,4.08,Low,Underground,5199,1.33,17875.44
400076,Urban,8.69,Low,Underground,6794,1.06,28874.65
110001,Urban,7.59,High,Underground,6420,1.13,30432.5
380001,Rural,1.89,Medium,Underground,7110,1.28,17076.42
400076,Rural,7.2,Low,Aerial,3081,1.11,20014.48
600028,Rural,6.5,Low,Underground,7114,1.21,27400.82
700001,Urban,4.69,Low,Underground,5431,1.45,19892.07
400001,Rural,5.99,High,Underground,4268,1.21,25578.06
411001,Rural,4.34,Medium,Underground,7561,1.27,25731.35
700001,Urban,3.57,Low,Aerial,6354,1.03,14322.04
500032,Urban,2.44,Low,Aerial,4520,1.22,10287.9
500081,Urban,2.63,Low,Underground,3518,1.46,11529.22
500081,Rural,5.66,Low,Underground,5055,1.35,22068.11
110001,Urban,8.93,Medium,Underground,7958,1.22,34833.24
700001,Rural,3.28,High,Aerial,6422,1.44,21279.46
380015,Rural,5.9,High,Underground,7275,1.34,30615.3
400001,Urban,5.18,High,Aerial,5182,1.26,19556.59
500032,Urban,5.63,Medium,Underground,6773,1.08,22696.23
122001,Rural,4.13,Low,Aerial,3100,1.07,12249.48
600028,Rural,8.41,Low,Underground,5740,1.32,31653.96
400001,Urban,1.15,Low,Aerial,7738,1.24,11325.9
411045,Urban,4.53,High,Underground,4325,1.46,20827.03
110016,Urban,4.34,Low,Underground,7962,1.32,22057.54
400001,Rural,7.88,Low,Underground,7922,1.4,32199.11
400076,Urban,5.47,Medium,Underground,4871,1.21,20955.39
400076,Rural,9.48,High,Aerial,7322,1.39,38994.32
110016,Urban,5.05,Medium,Underground,6884,1.43,24756.51
110016,Rural,8.78,High,Aerial,3943,1.25,28438.4
600001,Rural,9.77,Medium,Underground,5460,1.41,37688.75
110016,Rural,3.84,Medium,Aerial,4244,1.3,15767.89
560034,Rural,9.3,Medium,Underground,3031,1.47,31034.03
600028,Urban,0.8,Low,Aerial,3503,1.13,5790.81
122001,Rural,0.54,High,Underground,4753,1.29,10297.71
110016,Urban,7.05,Medium,Underground,4199,1.05,24490.47
560034,Urban,7.03,High,Aerial,3627,1.49,23909.9
122001,Urban,8.15,Low,Aerial,5403,1.05,21541.83
110001,Rural,0.94,Low,Aerial,7776,1.29,13097.38
380015,Rural,8.22,Medium,Aerial,6236,1.01,26974.98
700091,Rural,8.83,Low,Underground,5209,1.24,30813.55
560034,Urban,3.84,Medium,Aerial,3601,1.02,12252.5
110001,Urban,6.37,Low,Aerial,5372,1.5,20497.97
600028,Rural,7.68,High,Underground,4277,1.11,29910
500081,Urban,6.79,Medium,Underground,7973,1.24,30804.64
380015,Rural,1.25,Low,Underground,5350,1.23,11305.49
110016,Rural,4.5,Low,Aerial,3844,1.18,15104.4
700001,Rural,4.33,High,Aerial,5879,1.22,21437.36
700091,Urban,7.38,Low,Underground,5166,1.25,25511.95
400076,Urban,9.84,Medium,Aerial,4814,1.38,28235.3
122001,Urban,7.06,Low,Underground,3884,1.47,22328.49
411045,Rural,5.78,Medium,Aerial,3186,1.48,18777.54
500081,Urban,1.19,Medium,Underground,7598,1.01,13176.7
600001,Rural,2.05,High,Underground,5622,1.36,18030.37
600028,Rural,3.73,High,Underground,5876,1.38,22546.02
122002,Urban,6.58,Medium,Underground,6959,1.11,27221.69
380001,Urban,2.62,Low,Aerial,3355,1.01,8912.83
122002,Urban,9.92,High,Aerial,7085,1.1,33028.43
380001,Rural,1.14,Low,Underground,7253,1.33,14558.15
380001,Rural,1.53,Medium,Underground,4008,1.32,11975.84
380015,Rural,5.52,High,Underground,4281,1.33,25950.9
411001,Urban,2.35,High,Underground,7807,1.1,18349.84
600028,Rural,9.54,Low,Underground,4926,1.36,31054.65
500032,Urban,7.16,High,Underground,7548,1.39,35052.97
560001,Rural,7.28,High,Aerial,6785,1.42,30870.24
500032,Rural,5.55,Low,Underground,4344,1.22,20288.52
560034,Rural,4.09,Low,Aerial,6631,1.42,18958.78
600028,Rural,8.99,Medium,Aerial,6784,1.33,31043.64
380015,Rural,2.21,High,Aerial,6112,1.26,15198.87
500081,Rural,2.34,Low,Underground,7270,1.42,18443.23
380001,Rural,9.1,Low,Underground,4556,1.2,29039.21
700091,Urban,5.08,Low,Aerial,3804,1.15,13917.02
700001,Rural,4.74,High,Underground,3796,1.2,20852.7
560001,Rural,6.58,Medium,Underground,6489,1.23,29171.89
380001,Urban,1.05,Low,Underground,4251,1.14,7793.49
500032,Rural,7.59,Medium,Underground,6024,1.17,29046.46
400001,Urban,5.8,Low,Aerial,6304,1.32,20654.77
110001,Rural,3.97,Low,Underground,7736,1.14,19986.79
110016,Urban,0.59,Low,Aerial,6416,1.26,9064.65
500081,Urban,1.8,Low,Aerial,3587,1.14,7954.02
411001,Urban,7.19,Low,Aerial,5078,1.44,21217.88
560034,Urban,7.88,Medium,Underground,4896,1.01,26684.23
500081,Rural,5.81,High,Aerial,5031,1.14,23079.87
122001,Rural,4.42,Low,Aerial,3845,1.48,16410.27
400076,Urban,3.29,Low,Aerial,6979,1.29,15982.21
700091,Urban,5.87,High,Underground,3131,1.5,22979.87
700001,Rural,7.14,Medium,Aerial,3883,1.38,24347.01
411001,Rural,8.18,High,Underground,6251,1.23,35861.87
500081,Rural,3.79,High,Aerial,7612,1.3,22930.9
500081,Urban,7.49,High,Aerial,7177,1.2,27716.7
560034,Urban,3.49,Medium,Underground,4144,1.01,13908.65
600001,Urban,4.94,Medium,Aerial,5209,1.34,18319.06
411001,Rural,6.81,Low,Aerial,3620,1.3,20355.67
700001,Rural,4.94,Low,Aerial,3581,1.28,15575.3
122001,Rural,2.85,Low,Underground,3959,1.38,14515.1
700091,Urban,1.92,Low,Underground,5028,1.13,11152.19
600001,Rural,9.16,High,Aerial,6819,1.04,32584.45
500081,Rural,9.09,High,Aerial,4761,1.47,31874.2
500081,Rural,4.21,Medium,Aerial,6750,1.44,20527.89
380015,Urban,4.46,Medium,Underground,5490,1.46,21079.69
110016,Rural,5.78,High,Underground,4313,1.24,25957.36
700001,Rural,7.67,High,Aerial,3502,1.44,27296.83
560001,Urban,5.73,Medium,Underground,6450,1.4,25538.74
400001,Rural,5.18,Low,Underground,3321,1.27,17501.51
700001,Urban,8.23,High,Aerial,5716,1.12,28471.5
400076,Rural,6.64,Low,Aerial,4268,1.15,18878.28
560034,Urban,6.42,Medium,Aerial,3288,1.05,18812.11
122001,Rural,5.96,Medium,Aerial,7702,1.06,24270.36
400076,Urban,4.05,High,Underground,6120,1.43,23025.84
380001,Rural,6.4,Medium,Aerial,4571,1.41,22480.79
560034,Rural,6.54,High,Underground,5297,1.12,26946.48
400001,Urban,4.12,Low,Aerial,4721,1.45,15146.06
380015,Rural,4.58,Low,Underground,4767,1.18,17707.48
110016,Urban,3.64,Low,Underground,6903,1.48,19136.5
122001,Urban,7.66,High,Underground,5938,1.39,33784.23
560034,Urban,6.58,High,Underground,6512,1.05,27993.55
600001,Rural,0.87,High,Aerial,5893,1.45,13733
500081,Urban,6.92,High,Aerial,6584,1.04,23739.54
400001,Urban,2.8,Medium,Aerial,3984,1.11,10870.55
600028,Urban,4.36,Low,Aerial,7445,1.43,20011.85
380001,Urban,6.13,High,Underground,4460,1.19,23366.87
380015,Rural,4.01,Medium,Underground,4006,1.12,16673.98
122002,Rural,7.32,Low,Underground,5639,1.36,28016.08
600001,Rural,4.42,High,Underground,4289,1.49,23657.58
600028,Urban,3.88,Low,Aerial,5697,1.11,14301.97
500081,Rural,1.04,Low,Aerial,5817,1.01,8408.03
400001,Rural,0.9,Medium,Aerial,7280,1.05,11536.19
400076,Rural,2.28,High,Underground,7630,1.03,18271.99
380015,Rural,5.63,Low,Aerial,5145,1.16,17988.99
380001,Urban,4.48,High,Aerial,3811,1.12,15369.13
380015,Rural,1.74,Low,Underground,5749,1.06,11851.28
560001,Rural,2.19,High,Underground,6982,1.48,22250.75
700001,Rural,1.85,Medium,Aerial,4326,1.27,11025.33
122001,Urban,6,Low,Underground,4523,1.39,20730.87
400001,Rural,5.77,High,Aerial,7778,1.39,29044.85
400001,Urban,4.7,Medium,Underground,3520,1.43,18679.56
500081,Rural,5.41,Low,Underground,7562,1.05,23525.77
122001,Rural,3.99,Medium,Underground,6743,1.4,23746.89
560001,Rural,9.29,High,Underground,5189,1.15,35660.14
400001,Urban,8.55,Medium,Underground,3787,1.13,26566.23
380015,Rural,9.01,Low,Aerial,5969,1.35,26847.02
110001,Urban,5.83,Medium,Underground,5254,1.13,23270.34
600001,Rural,1.05,High,Aerial,5301,1.03,9879.87
700091,Rural,2.76,Low,Aerial,4701,1.22,12728.78
122002,Urban,9.51,Low,Underground,6447,1.47,34195.05
122001,Rural,8.6,Medium,Aerial,5111,1.03,27830.01
411045,Rural,3.35,Low,Underground,7397,1.23,18841.49
411001,Rural,7.67,Low,Underground,3296,1.04,24316.89
560001,Urban,6.02,High,Aerial,3373,1.48,20217.35
380001,Rural,1.88,High,Underground,4546,1.4,14337.52
500032,Rural,2,High,Underground,5131,1.04,14446.76
600001,Rural,5.49,Low,Underground,4385,1.21,19898.97
122002,Rural,5.22,Medium,Aerial,5144,1.02,19407.04
600028,Rural,5.57,Medium,Aerial,4438,1.33,20651.53
380015,Urban,7.04,Medium,Underground,6160,1.44,28371.72
380001,Rural,4.55,Low,Underground,3026,1.27,16484.06
700091,Rural,5.71,Medium,Underground,4069,1.39,22335.76
560034,Rural,4.06,Low,Aerial,7991,1.16,18509.98
110016,Urban,0.96,Low,Underground,6536,1.27,11832.05
500032,Rural,7.96,High,Aerial,4109,1.37,27296.67
560034,Urban,1.61,Medium,Aerial,7390,1.31,13933.35
110016,Rural,7.2,Medium,Aerial,3000,1.01,21637.01
560001,Rural,2.22,High,Aerial,5279,1.27,14473.93
560034,Urban,3.78,Medium,Underground,5325,1.06,17489.37
110016,Rural,3.91,Medium,Aerial,3215,1.18,14398.68
600028,Urban,9.13,Medium,Underground,5942,1.49,35526.91
600028,Urban,9.45,Low,Aerial,3460,1.01,21505.38
411001,Urban,8.94,Medium,Aerial,7537,1.45,30147.65
700091,Urban,8.86,Medium,Aerial,6808,1.34,29325.57
400001,Rural,5.41,Medium,Aerial,6429,1.08,21544.39
560001,Rural,4.71,Low,Aerial,5094,1.06,15783.88
560034,Urban,9.46,Low,Underground,6402,1.35,31730.7
560034,Urban,5.54,High,Underground,4291,1.36,24454.06
600001,Urban,6.41,High,Underground,4104,1.08,23461.2
560001,Rural,4.08,Low,Aerial,4421,1.44,16375.91
500032,Urban,3.48,High,Aerial,6186,1.18,16837.19
400001,Urban,8.07,Medium,Underground,5978,1.16,28628.18
560034,Rural,6.61,Medium,Aerial,6238,1.44,25316.58
500032,Urban,4.69,High,Aerial,3128,1.04,15232.14
700091,Rural,3.84,Low,Aerial,7250,1.11,17440.84
560034,Urban,6.99,High,Aerial,7545,1.04,26770.14
700001,Urban,3.79,Medium,Underground,6122,1.29,18853.48
700001,Rural,2.02,Low,Underground,6298,1.41,15738.42
411001,Urban,4.1,Medium,Underground,3452,1.13,15261.59
411001,Urban,7.61,Low,Aerial,3302,1.49,20525.19
400001,Urban,1.73,High,Aerial,5519,1.29,13261.26
500081,Urban,9.99,Low,Aerial,7164,1.22,29929.01
122002,Urban,1.36,Low,Aerial,7487,1.36,12814.14
400076,Rural,8.9,Low,Aerial,6720,1.4,28914.82
110016,Rural,7.12,Low,Aerial,5683,1.48,23877.07
380001,Rural,9.27,High,Aerial,3574,1.09,29359.67
411045,Rural,8.57,Medium,Underground,4370,1.21,30315.63
400001,Rural,8.45,High,Aerial,6288,1.28,33368.32
110016,Rural,4.35,Low,Underground,3253,1.2,15681.74
560001,Rural,9.27,High,Underground,4918,1.47,38855.8
600001,Urban,3.87,Low,Aerial,6307,1.03,14217.31
122001,Rural,5.37,Low,Underground,3477,1.22,19042.13
122001,Rural,8.5,Medium,Underground,3298,1.23,27658.24
500032,Urban,7.66,High,Aerial,3002,1.01,22001.62
700001,Urban,1.92,Low,Aerial,7257,1.44,13929.76
122001,Urban,1.1,Low,Underground,3883,1.25,8506.07
380001,Rural,6.32,Low,Underground,6088,1.25,24474.19
400001,Rural,4.51,Low,Underground,5775,1.3,20986.9
380001,Rural,6.32,Low,Aerial,5241,1.37,20973.84
400001,Rural,7.77,Medium,Aerial,4842,1.22,25533.69
560034,Urban,5.72,High,Underground,4206,1.48,25378.12
500081,Urban,8.74,High,Aerial,5567,1.16,27599.13
411045,Urban,5.01,Low,Underground,5317,1.33,19031.36
600001,Rural,9.21,Low,Aerial,4325,1.06,25024.26
600028,Rural,8.08,High,Aerial,3046,1.14,26191.89
411045,Rural,9.2,High,Underground,5170,1.32,38735.93
122002,Rural,4.23,Medium,Aerial,5410,1.44,19982.74
110016,Urban,3.33,High,Aerial,6927,1.3,19375.34
500081,Urban,2.95,Medium,Aerial,5547,1.44,14932.18
122001,Urban,1.49,High,Underground,7696,1.13,15313.97
400076,Urban,9.68,Low,Underground,3376,1.07,25992.03
110016,Rural,8.38,Low,Aerial,3655,1.37,24049.5
122001,Urban,6,Medium,Underground,5375,1.3,24624.12
700091,Rural,7.32,High,Aerial,4843,1.47,27755.4
600001,Urban,6.68,Medium,Aerial,6109,1.04,21872.39
700001,Urban,5.66,Low,Underground,7266,1.41,25577.89
560034,Rural,7.66,High,Aerial,4283,1.31,28126.61
600028,Rural,5.97,Medium,Aerial,6366,1.05,23073.73
560034,Urban,3.33,High,Underground,4988,1.28,17855.86
411001,Urban,2.88,High,Underground,5318,1.29,16988.57
500032,Urban,9.37,High,Aerial,4252,1.49,29108.12
110016,Rural,7.28,Medium,Aerial,6233,1.45,26922.44
110016,Urban,8.73,Low,Underground,6614,1.32,30212.27
600001,Urban,0.69,High,Underground,6954,1.33,14618.46
600001,Rural,8.28,High,Underground,7866,1.42,40829.39
122002,Urban,9.2,Low,Underground,4866,1.43,29563.71
700001,Urban,9.11,High,Underground,4006,1.06,31148.12
560034,Urban,4.96,High,Aerial,6946,1.26,21451.64
600001,Urban,1.83,Low,Underground,6910,1.45,16500.85
122001,Rural,6.71,Medium,Underground,6896,1.43,31823.38
500081,Rural,9.39,Low,Aerial,5287,1.13,28034.21
500081,Rural,8.07,Medium,Aerial,4040,1.12,23845.65
600001,Urban,6.47,Low,Aerial,6935,1.2,20778.47
400001,Rural,6.91,High,Aerial,5752,1.37,27178.59
500081,Rural,8.04,Low,Aerial,7959,1.23,29103.16
600001,Rural,7.14,Low,Aerial,5709,1.28,24296.63
411045,Urban,9.03,High,Underground,3421,1.43,31806.81
411001,Rural,9.48,High,Underground,7580,1.34,42173.66
411045,Urban,3,Low,Underground,4385,1.08,12040.53
560034,Rural,6.39,High,Aerial,3131,1.34,23016.48
122002,Urban,5.36,High,Aerial,5996,1.28,22384.28
411045,Rural,6.71,Medium,Underground,5369,1.4,29832.87
500081,Urban,8.03,Medium,Underground,3031,1.19,25888.2
600001,Rural,5.78,High,Underground,5280,1.28,26108.48
500032,Urban,8.42,High,Aerial,3134,1.18,25590.39
380015,Rural,4.66,Medium,Aerial,5516,1.42,20845.68
700001,Urban,1.89,High,Underground,7287,1.18,17004.36
380015,Rural,6.77,High,Underground,5062,1.05,28566.76
122001,Rural,0.99,Medium,Underground,6136,1.33,13943.06
700091,Rural,8.54,High,Aerial,7056,1.39,35347.97
380015,Rural,4.53,High,Aerial,6483,1.44,23152.33
700001,Urban,9.71,Medium,Underground,4380,1.26,31812.46
400076,Rural,6,Medium,Aerial,5144,1.3,23035.82
700091,Urban,8.3,High,Aerial,4729,1.14,26177.09
500032,Rural,4.48,High,Aerial,3969,1.37,17873.81
700091,Urban,5.87,High,Aerial,4606,1.17,19846.51
560034,Rural,3.11,Medium,Aerial,4708,1.33,15474.34
500081,Urban,1.83,High,Underground,3978,1.38,12198.56
700001,Rural,9.09,High,Underground,3269,1.1,33681.9
110001,Rural,1.44,Medium,Underground,5178,1.04,11647.51
560034,Rural,2.99,High,Underground,4003,1.22,16031.19
380001,Urban,4.39,High,Underground,4171,1.05,17486.52
700001,Urban,8.05,Medium,Aerial,4768,1.28,25546.15
400001,Urban,7.67,Medium,Underground,7397,1.08,28580.22
500081,Rural,8.52,High,Aerial,3794,1.09,28122.29
560034,Urban,7.04,High,Underground,7416,1.37,33637.82
380015,Rural,1.75,Low,Underground,7150,1.02,14018.32
600028,Rural,6.4,High,Aerial,4344,1.4,23285.47
110016,Urban,0.88,Medium,Aerial,5359,1.44,10293.97
500032,Rural,3.69,Medium,Aerial,3723,1.27,14711.77
500032,Urban,0.64,Low,Aerial,4763,1.36,7820.07
500081,Rural,8.89,Medium,Aerial,7698,1.03,30845.63
560034,Urban,6.3,High,Underground,3683,1,21485.88
600028,Urban,3.93,Low,Underground,3754,1.17,13618.5
110001,Urban,5.7,High,Underground,7499,1.46,30593.34
560001,Rural,5.64,Medium,Underground,4034,1.19,21649.59
110001,Urban,0.53,Low,Aerial,5597,1.34,8257.32
700001,Urban,9.23,Medium,Underground,3588,1.48,29634.62
122001,Urban,6.55,High,Underground,6667,1.18,29783.35
400076,Urban,3.01,Medium,Aerial,5219,1.06,12279.05
411045,Rural,7.29,Low,Aerial,4217,1.01,19745.73
560001,Rural,3.82,Medium,Underground,5696,1.5,21583.12
122001,Rural,7.17,High,Aerial,7952,1.35,31020.71
500032,Rural,3.07,High,Underground,6315,1.01,18835.67
700001,Urban,8.34,Low,Underground,3282,1.44,25225.51
500081,Rural,6.88,High,Aerial,6775,1.02,25899.95
411045,Rural,3.32,High,Aerial,6908,1.4,20907.6
600001,Rural,1.48,Medium,Underground,5723,1.11,12317.76
560034,Rural,8.57,Medium,Underground,7405,1.02,34171.62
380001,Urban,8.47,Medium,Aerial,3352,1.16,22571.75
411001,Urban,8.44,High,Underground,6886,1.43,37440.94
110016,Urban,4.4,Medium,Underground,3981,1.37,18875.47
400001,Rural,9.34,Low,Aerial,4956,1.37,26930.77
380015,Rural,3.57,Low,Aerial,6157,1.1,14290.94
380001,Rural,6.26,Low,Aerial,4360,1.06,17971.34
380001,Urban,4.62,Low,Underground,4703,1.39,18855.63
600001,Urban,4.91,Low,Underground,4207,1.49,18905.96
380001,Rural,8.47,Low,Aerial,4299,1.2,24449.29
110001,Urban,4.39,Low,Underground,7811,1.08,20557.67
411045,Urban,3.75,Low,Aerial,3127,1.03,10852.37
411001,Urban,1.86,Medium,Underground,4557,1.22,11689.08
500032,Rural,5.32,Medium,Underground,7890,1.19,27871.15
122002,Rural,2.55,High,Aerial,3734,1.47,13215.84
122001,Rural,1.82,Medium,Aerial,6074,1.23,12546.54
500081,Urban,2.42,Medium,Underground,7463,1.17,16798.92
500081,Urban,1.31,Low,Underground,3054,1.14,6772.98
411045,Urban,8.86,Low,Underground,3348,1.49,26609.73
411001,Urban,2.7,Medium,Aerial,3630,1.1,9952.05
110016,Urban,5.41,Medium,Aerial,5966,1.31,21418.92
600001,Urban,1.23,Low,Aerial,7201,1.48,12585.97
110001,Urban,6.09,High,Underground,7193,1.22,28085.26
411001,Rural,2.34,Medium,Underground,4109,1.2,13023.17
400076,Urban,5.87,Medium,Underground,7396,1.06,25213.69
700001,Rural,8.78,High,Aerial,7475,1.03,33403.8
110001,Urban,8.55,High,Aerial,6001,1.41,30080.16
122002,Urban,3.43,High,Aerial,4843,1.04,14168.69
560034,Rural,5.1,Medium,Aerial,4021,1.44,19416.62
700001,Urban,4.64,Medium,Underground,6841,1,21410.32
500032,Rural,8.5,Medium,Underground,3938,1.13,28400.22
110001,Rural,2.49,Medium,Underground,3035,1.11,11937.83
700001,Rural,6.65,Medium,Aerial,6414,1.28,26646.94
110016,Rural,9.97,High,Aerial,6862,1.48,38149.4
110001,Rural,9,Low,Aerial,6980,1.44,29125.45
500032,Urban,4.62,Medium,Aerial,3814,1.16,14889.54
400076,Urban,1.88,Medium,Aerial,4671,1.46,11289.75
122002,Rural,8.71,Medium,Underground,7416,1.1,33294.48
400076,Rural,1.05,Low,Aerial,7205,1.23,11499.15
700091,Urban,8.34,High,Aerial,4139,1.37,26418.78
500081,Urban,3.85,Low,Aerial,6271,1.41,17019.69
600001,Urban,5.6,Medium,Underground,3997,1.2,19703.81
411001,Rural,1.58,Low,Underground,5099,1.41,13363.05
560034,Rural,6.84,Medium,Underground,7557,1.12,28862.75
560001,Urban,7.38,Low,Underground,3628,1.24,22233.3
110016,Rural,3.07,High,Aerial,6580,1.27,18410.34
400001,Rural,5.03,High,Aerial,7344,1.13,23691.41
560034,Rural,4.92,Medium,Underground,4406,1.25,20332.36
400076,Rural,5.73,Low,Aerial,5067,1.16,19077.83
600028,Rural,9.16,High,Aerial,6791,1.19,35581.81
600001,Rural,2.49,Medium,Aerial,3639,1.03,9954.64
380015,Rural,2.14,High,Underground,3307,1.3,12299.67
380015,Urban,9.12,Low,Underground,5656,1.25,29661.46
122001,Rural,4.33,Low,Underground,3577,1.4,16304.14
560001,Urban,7.2,High,Aerial,7359,1.46,31182.83
380001,Urban,6.05,Medium,Aerial,5548,1.05,20312.17
122001,Rural,7.63,Medium,Aerial,7935,1.32,29105.97
400076,Rural,8.01,High,Aerial,3698,1.17,26346.46
110016,Urban,0.58,Low,Underground,5768,1.22,9249.54
500032,Rural,0.83,Medium,Aerial,5928,1.12,10312.39
700091,Urban,2.9,Low,Aerial,6254,1.23,13836.45
380015,Rural,8.9,Medium,Aerial,5459,1.17,27458.66
560034,Urban,6.78,Medium,Underground,6934,1.45,29012.02
560034,Urban,7.94,High,Aerial,5114,1.4,28807.47
560034,Urban,6.83,Medium,Underground,7214,1.18,28106.97
380015,Urban,9.21,Medium,Aerial,3224,1.08,24507.85
600001,Urban,9.51,High,Underground,4168,1.24,31820.1
380015,Rural,4.07,Low,Underground,4167,1.47,17668.85
400001,Rural,9.26,Medium,Underground,6502,1.35,37004.42
110016,Rural,5.4,High,Underground,3455,1.3,21698.93
122002,Rural,7.94,Medium,Aerial,6701,1.19,28754.02
500032,Urban,4.45,Medium,Underground,6453,1.07,19915.85
380015,Rural,9.01,High,Aerial,6041,1.45,35242.07
122002,Urban,7.47,High,Underground,6791,1.39,34902.5
700091,Rural,1.91,High,Underground,5143,1.14,14034.12
500032,Urban,2.66,High,Aerial,7759,1.36,18621.23
700091,Rural,9.53,Low,Underground,7736,1.03,34488.47
380001,Urban,9.41,Low,Aerial,7490,1.12,27570.25
400076,Urban,7.53,Medium,Aerial,6615,1.12,24536.71
500081,Rural,6.67,Low,Aerial,6764,1.31,23780.17
600001,Rural,8.49,High,Aerial,7025,1.15,33137.69
560034,Rural,7.44,High,Underground,5116,1.12,30106.5
411045,Rural,3.93,Low,Underground,7131,1.23,19903.36
700091,Rural,7.16,Medium,Aerial,7390,1.1,27730.43
500081,Rural,3.07,Low,Underground,5744,1.09,16010.24
560034,Rural,6.73,High,Underground,3656,1.47,26678.53
400001,Urban,0.85,High,Underground,5884,1.15,11637.78
600001,Rural,7.25,Low,Underground,3744,1.43,25125.09
500032,Urban,3.44,Low,Underground,5904,1.21,15408.04
122001,Urban,6.88,Medium,Underground,6484,1.48,30975.12
700091,Rural,7.55,High,Aerial,3418,1.48,25574.51
600001,Rural,9.45,High,Aerial,3053,1.14,28650.72
411045,Urban,5.47,High,Underground,6260,1.32,26720.36
122001,Rural,2.51,Low,Underground,5978,1.26,15626.26
400076,Urban,2.31,Low,Aerial,4327,1.13,9348.6
122001,Urban,2.71,High,Aerial,3127,1.08,10571.15
110016,Urban,2.19,Medium,Underground,5823,1.38,15599.59
411045,Rural,4.31,High,Aerial,5465,1.45,22136.92
560001,Urban,8.4,High,Aerial,6274,1.29,31113.57
600028,Urban,9.16,High,Aerial,6747,1.13,29838.83
500081,Rural,9.35,Low,Aerial,4817,1.02,25741.66
110016,Urban,7.82,Medium,Aerial,3880,1.07,21965.44
400076,Urban,6.21,Low,Aerial,5933,1.48,21421.03
700091,Rural,3.33,Medium,Aerial,5654,1.06,15068.99
600028,Urban,3.83,Medium,Aerial,5142,1.28,15811.59
700001,Rural,5.95,High,Aerial,4219,1.07,22138.24
700001,Urban,7.8,Low,Underground,3980,1.3,24973.57
380001,Urban,5.17,Medium,Underground,6220,1.2,21769.2
500081,Rural,5.05,High,Underground,5026,1.49,27228.19
560034,Rural,1.57,Low,Aerial,6152,1.4,12420.7
122002,Urban,9.84,High,Aerial,6559,1.48,36450
110001,Urban,3.97,High,Underground,6266,1.15,20812.69
500081,Urban,0.57,High,Aerial,7429,1.38,13451.31
600028,Urban,0.5,Low,Aerial,4797,1.01,6079.23
500081,Rural,0.77,High,Underground,6192,1.18,12786.11
500032,Rural,6.25,High,Underground,7343,1.33,34526.3
600028,Rural,6.84,Medium,Underground,4744,1.41,27590.1
411001,Rural,3.89,High,Underground,3430,1.01,16018.75
411045,Urban,4.54,Low,Underground,5934,1.12,18211.61
411001,Urban,6.77,Low,Underground,6793,1.4,26359.35
110016,Urban,4.57,Low,Aerial,3086,1.11,12012
600028,Rural,2.64,Low,Aerial,5368,1.28,13071.66
600028,Rural,1.33,High,Aerial,5154,1.39,12517.27
411001,Urban,5.31,Medium,Aerial,5446,1.11,19180.09
122002,Rural,1.84,Medium,Underground,3363,1.39,11693.02
